,video_name,move_label,tag
0,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt0444850_0014.mp4,Static,CS
1,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt0444850_0015.mp4,Static,CS
2,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt0444850_0016.mp4,Static,ECS
3,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005173_0002.mp4,Static,MS
4,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005173_0014.mp4,Static,CS
5,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005173_0022.mp4,Static,MS
6,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005173_0042.mp4,Static,FS
7,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0014.mp4,Motion,MS
8,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0028.mp4,Pull,MS
9,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0029.mp4,Motion,FS
10,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0033.mp4,Static,CS
11,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0057.mp4,Static,FS
12,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005185_0064.mp4,Motion,MS
13,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005374_0011.mp4,Motion,MS
14,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2005374_0022.mp4,Motion,LS
15,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0002.mp4,Static,MS
16,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0006.mp4,Static,MS
17,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0046.mp4,Motion,MS
18,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0047.mp4,Motion,ECS
19,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0052.mp4,Static,FS
20,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006040_0054.mp4,Static,ECS
21,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006802_0010.mp4,Static,MS
22,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006802_0011.mp4,Static,MS
23,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0004.mp4,Static,MS
24,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0008.mp4,Static,MS
25,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0025.mp4,Motion,FS
26,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0027.mp4,Static,MS
27,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2006810_0038.mp4,Static,FS
28,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2007421_0009.mp4,Motion,ECS
29,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2007421_0027.mp4,Motion,FS
30,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2007421_0041.mp4,Motion,CS
31,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2007421_0042.mp4,Static,ECS
32,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0006.mp4,Motion,FS
33,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0012.mp4,Static,ECS
34,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0025.mp4,Static,ECS
35,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0033.mp4,Static,CS
36,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0042.mp4,Motion,ECS
37,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0044.mp4,Static,MS
38,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0045.mp4,Static,FS
39,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008513_0047.mp4,Motion,FS
40,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0002.mp4,Motion,CS
41,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0014.mp4,Motion,MS
42,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0024.mp4,Static,MS
43,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0037.mp4,Static,CS
44,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0043.mp4,Static,CS
45,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0044.mp4,Static,MS
46,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0065.mp4,Static,MS
47,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2008655_0072.mp4,Static,FS
48,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2010939_0015.mp4,Static,ECS
49,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2010939_0027.mp4,Push,ECS
50,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011138_0006.mp4,Static,ECS
51,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011159_0076.mp4,Static,MS
52,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011159_0106.mp4,Static,MS
53,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0004.mp4,Static,CS
54,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0010.mp4,Static,MS
55,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0026.mp4,Static,MS
56,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011300_0051.mp4,Static,CS
57,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011953_0008.mp4,Static,ECS
58,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011953_0010.mp4,Motion,ECS
59,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0005.mp4,Motion,MS
60,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0008.mp4,Motion,LS
61,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0009.mp4,Static,FS
62,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0059.mp4,Motion,ECS
63,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0066.mp4,Static,FS
64,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0078.mp4,Static,LS
65,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0083.mp4,Static,MS
66,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2011961_0084.mp4,Motion,MS
67,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0002.mp4,Motion,LS
68,/home/app/src/data/shot-type-dataset/trailer_v3/train/shot_tt2012011_0007.mp4,Static,ECS
